Username,Date,Retweets,Favorites,Message,Hashtags,Mentions
,2016-10-15 05:26:03,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-15 05:24:16,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/7MWf30hzr",,
,2016-10-15 05:21:24,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1zHOtI8KB",,
,2016-10-15 02:16:13,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1C1YfLsuF",,
,2016-10-15 01:54:06,3,2,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines https:// goo.gl/2PwGA7",,
,2016-10-15 01:01:51,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8a3Ydukd5",,
,2016-10-15 00:54:30,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-15 00:45:44,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-15 00:45:38,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-14 23:53:11,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/54q7MxGT8",,
,2016-10-14 23:13:35,2,3,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-14 21:02:29,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/84QqRQOa8",,
,2016-10-14 20:56:23,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8eynDQNUE",,
,2016-10-14 20:38:41,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-14 20:29:52,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/31gOJ3xAD",,
,2016-10-14 20:13:35,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-14 20:00:24,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8jgQapFnu",,
,2016-10-14 19:35:14,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-14 19:25:32,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/7OxtF93nb",,
,2016-10-14 18:57:36,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/7sGcdHxyE",,
,2016-10-14 17:59:12,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/Wfyd88qt",,
,2016-10-14 17:54:51,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/31CmuPnRW",,
,2016-10-14 17:44:27,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-14 17:36:17,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5t2jwbcfK",,
,2016-10-14 17:35:05,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-14 17:11:53,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/7R6L7QioX",,
,2016-10-14 16:57:49,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-14 16:48:13,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-14 16:47:13,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/2yOVLuG86",,
,2016-10-14 16:26:31,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/9gasT2C5j",,
,2016-10-14 16:24:56,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/4zK6x5R7C",,
,2016-10-14 16:09:32,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/Vvshv4R3",,
,2016-10-14 16:02:51,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/7lEZjSPnV",,
,2016-10-14 15:27:47,4,4,"I condemn the bad & I'll praise the good... Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-14 15:17:49,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - http:// ln.is/americanmilita rynews.com/ifwTf ",,
,2016-10-14 15:15:12,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5hChUiAP8",,
,2016-10-14 15:12:28,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1qxza1mjW",,
,2016-10-14 15:05:38,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-14 14:54:30,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1wBSHmQgQ",,
,2016-10-14 14:53:44,36,40,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/PEPl6iTq",,
,2016-10-14 14:50:58,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-14 13:43:49,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5o1pWG8l0",,
,2016-10-14 13:31:31,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/34FbbykAM",,
,2016-10-14 13:18:00,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-14 13:12:29,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-14 12:52:53,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5RKE45m1y",,
,2016-10-14 12:18:26,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-14 10:22:01,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1Di44MxbT",,
,2016-10-14 09:58:43,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/58a4GQi3Q",,
,2016-10-14 07:52:48,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-14 05:52:26,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8k1KOufSN",,
,2016-10-14 01:01:44,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines  American Military News http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/ ",,
,2016-10-14 00:04:08,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/TRTiyM8j",,
,2016-10-13 23:54:32,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-13 23:35:07,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-13 23:28:33,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/7B0IJGBHt",,
,2016-10-13 20:58:29,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines ... http:// fb.me/8eqHLtrXG",,
,2016-10-13 20:58:23,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/ ",,
,2016-10-13 20:13:29,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/4fqUZkTo7",,
,2016-10-13 19:17:01,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/4raUCoHfP",,
,2016-10-13 16:48:35,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/54ceIJzzW",,
,2016-10-13 16:44:27,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1vv6Zt3Zl",,
,2016-10-13 16:23:37,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/56ZzA7WpE",,
,2016-10-13 15:07:07,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/2XoaaZ9wf",,
,2016-10-13 14:44:54,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/2rMjOx74Z",,
,2016-10-13 13:47:12,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-13 13:22:00,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/10ncUqLHg",,
,2016-10-13 12:39:01,1,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/4prQEG0Bn",,
,2016-10-13 12:22:13,2,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines  American Military News http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/ ",,
,2016-10-13 12:21:44,1,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-13 11:19:25,41,28,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/312QYtfHA",,
,2016-10-13 11:00:47,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines  American Military News http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/ ",,
,2016-10-13 10:17:10,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1ATOHCjBe",,
,2016-10-13 09:36:29,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines  American Military News #MAGA http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/ ",#MAGA,
,2016-10-13 07:22:06,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/3vHVsg8QA",,
,2016-10-13 07:11:25,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-13 06:03:16,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/6wf4DQ3bW",,
,2016-10-13 05:40:56,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1sR7xXfCw",,
,2016-10-13 02:52:44,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/7g6MDH5QV",,
,2016-10-13 02:39:11,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5kVi4Wmuz",,
,2016-10-12 23:12:31,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1p75wfXV0",,
,2016-10-12 22:46:30,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-12 22:41:29,0,2,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1srpcHcLy",,
,2016-10-12 20:10:45,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/T7nuz3LW",,
,2016-10-12 18:23:09,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5MDTC0fJr",,
,2016-10-12 18:21:50,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/2r3u7FXPY",,
,2016-10-12 18:01:31,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5AbDrHn30",,
,2016-10-12 16:57:01,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - http:// ln.is/americanmilita rynews.com/5WgaL ",,
,2016-10-12 16:53:50,2,2,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-12 16:39:11,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/85AGzDea6",,
,2016-10-12 15:36:20,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/4CqX5e3Ja",,
,2016-10-12 14:58:55,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-12 14:32:28,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/50NM8lVvh",,
,2016-10-12 13:16:33,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/EJoQnXAH",,
,2016-10-12 11:15:29,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5FhnV9skM",,
,2016-10-12 10:22:54,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5NuB40kQU",,
,2016-10-12 09:15:52,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/37BabHDT9",,
,2016-10-12 09:06:32,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/7MS3KoQcY",,
,2016-10-12 09:04:22,0,2,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/T42g5NhJ",,
,2016-10-12 08:54:30,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/WzXBorIl",,
,2016-10-12 07:25:23,2,6,"#trumptrain Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",#trumptrain,
,2016-10-12 02:52:20,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/62A1Qo9gN",,
,2016-10-12 00:57:51,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8hEKpmLED",,
,2016-10-11 22:21:32,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/3B4kCD1U4",,
,2016-10-11 22:04:12,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/19pOUypzw",,
,2016-10-11 20:14:05,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1Kxs1VIR5",,
,2016-10-11 19:57:24,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1mMbBy3xn",,
,2016-10-11 19:47:07,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/6APvUfRKp",,
,2016-10-11 19:19:28,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7 yet ANOTHER horrible Trump story. #nhgop",#nhgop,
,2016-10-11 19:11:04,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5F2WHZMTY",,
,2016-10-11 17:21:06,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/372bx4225",,
,2016-10-11 16:05:37,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7 #trump #election #military",#trump #election #military,
,2016-10-11 16:00:19,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-11 15:31:56,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/51EWDcGOw",,
,2016-10-11 15:22:31,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/QsnDNIGQ",,
,2016-10-11 14:54:28,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines https:// lnkd.in/eGd6A88",,
,2016-10-11 13:59:56,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/GBSxwNYh",,
,2016-10-11 12:07:41,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/WAUb6iFZ",,
,2016-10-11 12:05:43,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-11 12:02:41,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1BjOnz98v",,
,2016-10-11 11:48:01,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1vFHSYg6w",,
,2016-10-11 11:36:41,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-11 11:00:38,0,0,"#Donald #Trump Sent His Own #Plane To Transport 200 Stranded #Marines  what did #hillary do? Someone knows? pic.twitter.com/2k0mMwaH9v",#Donald #Trump #Plane #Marines #hillary,
,2016-10-11 10:04:47,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/42y7VtTi5",,
,2016-10-11 08:44:13,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-11 07:32:20,1,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-11 04:08:30,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1r8ln7Ezy",,
,2016-10-11 03:25:47,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines  American Military News http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/ ",,
,2016-10-11 03:11:31,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/NAtfp2ZH",,
,2016-10-10 23:18:53,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-10 22:53:55,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8dir2f2Jq",,
,2016-10-10 22:06:10,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-10 21:11:50,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1Cd4H65Uy",,
,2016-10-10 20:40:55,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-10 20:22:11,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-10 20:02:28,1,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/33PPSs7ZI",,
,2016-10-10 18:52:08,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - http:// ln.is/americanmilita rynews.com/OP6vv ",,
,2016-10-10 18:19:56,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8jrlg6MHu",,
,2016-10-10 13:27:44,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-10 10:42:12,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-10 09:52:32,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/3eKkUWqqj",,
,2016-10-10 09:19:25,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - http:// ln.is/americanmilita rynews.com/ck9CL ",,
,2016-10-10 03:32:01,2,2,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1yQBLtDbT",,
,2016-10-10 01:22:30,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1zKURN33X",,
,2016-10-09 23:10:19,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/3EEamGC1f",,
,2016-10-09 21:48:26,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5fgPtGtmT",,
,2016-10-09 21:31:31,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/7WvjzE8Ll",,
,2016-10-09 21:18:59,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/86A8qoIBR",,
,2016-10-09 20:45:13,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1qRqPMncK",,
,2016-10-09 20:17:48,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/NL6YRp7y",,
,2016-10-09 20:14:41,1,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - http:// ln.is/americanmilita rynews.com/A6D75 ",,
,2016-10-09 20:06:44,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5ueTKI1o2",,
,2016-10-09 18:13:28,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines  American Military News http:// ln.is/americanmilita rynews.com/f4SQx ",,
,2016-10-09 17:57:20,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/6HdCwrIYu",,
,2016-10-09 17:17:24,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/aDMsDEmaM",,
,2016-10-09 15:09:24,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8ytVicWrZ",,
,2016-10-09 14:20:10,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-09 13:09:34,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1pIRp2sfG",,
,2016-10-09 12:06:54,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5eNRbvogM",,
,2016-10-09 10:30:51,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/Koj6LP1p",,
,2016-10-09 10:30:23,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/7feOIHZl6",,
,2016-10-09 06:09:50,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/7i1j6Vuk3",,
,2016-10-09 03:06:54,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/4WwAQD468",,
,2016-10-08 22:01:15,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1zC0OjR9g",,
,2016-10-08 21:30:52,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-08 20:27:18,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-08 20:24:23,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5uNhCFJ3I",,
,2016-10-08 20:18:39,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8raKAW7gk",,
,2016-10-08 19:55:39,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5jynGPqUc",,
,2016-10-08 19:53:59,6,5,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/2lBU1Xs6o",,
,2016-10-08 19:48:54,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-08 19:22:50,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-08 19:00:37,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8j2pHXzwo",,
,2016-10-08 17:09:43,1,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-08 16:45:59,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/58nGwWNyZ",,
,2016-10-08 16:39:40,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/37ucWAr7g",,
,2016-10-08 15:36:17,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - http:// ln.is/americanmilita rynews.com/YjvMk ",,
,2016-10-08 15:35:51,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8jrz3x4iM",,
,2016-10-08 14:45:27,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1bXtyIzoO",,
,2016-10-08 11:19:08,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/4ZdTH8OYQ",,
,2016-10-08 09:49:57,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/61B61Ucf2",,
,2016-10-08 08:44:02,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-08 08:37:52,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-08 08:37:46,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1CO7Umuh6",,
,2016-10-08 08:36:10,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/KoPC9EcO",,
,2016-10-08 08:14:03,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/88WwluUn4",,
,2016-10-08 07:28:00,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5ArdfrBoE",,
,2016-10-08 07:25:28,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8aUfBaiKc",,
,2016-10-08 04:55:50,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/2KbYOiKWQ",,
,2016-10-08 03:18:29,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines  American Military News http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/ ",,
,2016-10-08 02:39:13,21,17,"Older story but worth reading. Trump sends his own plane to pickup stranded Marines .... http:// fb.me/5COpmJ6ty",,
,2016-10-08 02:31:52,1,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-08 01:48:45,1,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines  American Military News http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/ ",,
,2016-10-08 00:06:32,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8qt5Lr8SK",,
,2016-10-07 23:51:20,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5MehLRT1d",,
,2016-10-07 21:59:09,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/7nDTCRyOM",,
,2016-10-07 21:54:49,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/6K3zJVNka",,
,2016-10-07 21:52:24,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/wvYPDwb2",,
,2016-10-07 21:22:41,1,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/stm90g8j",,
